OBJECTID_1,FID_TL_201,ALAND10,AWATER10,CNTY2010,CT10,CT2010,GEODESC,ACRES,SQ_MILES,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,CNTY20101,CT101,AREA,ACRES_1,SQMILES,PSQM,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
645,649,5431367,1371,24033,803512,24033803512,8035.12,1342.31934,2.09737,6239,2446,207,5561,19,150,0,13,115,174,3.3,89.1,0.3,2.4,0,0.2,1.8,2.8,506,8.1,36.8,84,3.4,62.4,6.1,37.6,36.9,24033,803512,0,1342.31934,2.09737,2974.68,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033803512.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033803512.pdf,15216.2513971127,8976948.48870481
646,650,824378,0,24033,805201,24033805201,8052.01,203.68807,0.31826,4270,1362,50,1945,10,42,9,7,62,2145,1.2,45.6,0.2,1,0.2,0.2,1.5,50.2,429,10,32.5,55,4,40.6,19.4,59.4,42.3,24033,805201,0,203.68807,0.31826,13416.61,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033805201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033805201.pdf,4414.68374592385,1365604.45811048
647,651,1060795,0,24033,805802,24033805802,8058.02,262.10075,0.40953,4175,1031,151,1116,8,103,0,26,40,2731,3.6,26.7,0.2,2.5,0,0.6,1,65.4,284,6.8,30.9,70,6.8,70.3,15.6,29.7,31.4,24033,805802,0,262.10075,0.40953,10194.57,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033805802.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033805802.pdf,7266.97554861189,1757607.3013549
648,652,1420254,0,24033,806711,24033806711,8067.11,350.9165,0.54831,5146,2092,571,3627,4,280,1,15,123,525,11.1,70.5,0.1,5.4,0,0.3,2.4,10.2,445,8.6,33.3,142,6.8,42.1,14.6,57.9,53.1,24033,806711,0,350.9165,0.54831,9385.27,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033806711.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033806711.pdf,6785.79036556607,2353854.52187625
649,653,1280472,84,24033,805700,24033805700,8057.00,316.4006,0.49438,6143,1811,412,1452,14,322,1,19,64,3859,6.7,23.6,0.2,5.2,0,0.3,1,62.8,377,6.1,30.1,115,6.4,49.1,12.7,50.9,39.7,24033,805700,0,316.4006,0.49438,12425.79,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033805700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033805700.pdf,9649.30260902112,2122820.37469802
650,654,2920234,1098,24033,801209,24033801209,8012.09,721.80741,1.12782,4361,1551,242,3718,5,88,3,7,80,218,5.5,85.3,0.1,2,0.1,0.2,1.8,5,341,7.8,38.3,79,5.1,90.6,6.7,9.4,39.1,24033,801209,0,721.80741,1.12782,3866.74,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801209.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801209.pdf,10893.7923593529,4808043.83755004
651,655,5332941,13666,24033,801313,24033801313,8013.13,1321.04409,2.06413,3140,1184,290,2290,4,249,0,8,66,233,9.2,72.9,0.1,7.9,0,0.3,2.1,7.4,392,12.5,42.7,67,5.7,79.4,9.5,20.6,39.8,24033,801313,0,1321.04409,2.06413,1521.22,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801313.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801313.pdf,15670.292391843,8802199.94243023
652,656,3189889,4422,24033,801211,24033801211,8012.11,789.25163,1.23321,3188,1116,399,2378,14,125,0,2,70,200,12.5,74.6,0.4,3.9,0,0.1,2.2,6.3,368,11.5,40.2,48,4.3,92.2,11.9,7.8,36.7,24033,801211,0,789.25163,1.23321,2585.14,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801211.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801211.pdf,14551.2794134763,5264561.89429202
653,657,6858853,27963,24033,801215,24033801215,8012.15,1701.59766,2.65875,2386,790,256,1840,4,61,0,2,58,165,10.7,77.1,0.2,2.6,0,0.1,2.4,6.9,172,7.2,38.6,47,5.9,92.6,7.6,7.4,27.3,24033,801215,0,1701.59766,2.65875,897.42,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801215.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801215.pdf,14702.9370448372,11344737.5476263
654,658,5202389,4858,24033,801005,24033801005,8010.05,1286.61103,2.01033,3719,1253,469,2992,19,57,2,11,104,65,12.6,80.5,0.5,1.5,0.1,0.3,2.8,1.7,292,7.9,40.4,54,4.3,94.2,7.5,5.8,27,24033,801005,0,1286.61103,2.01033,1849.95,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801005.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801005.pdf,19286.984397089,8575426.82477054
655,659,4050399,6648,24033,801217,24033801217,8012.17,1002.41716,1.56628,3636,1167,417,2819,6,115,1,7,69,202,11.5,77.5,0.2,3.2,0,0.2,1.9,5.6,600,16.5,44.4,57,4.9,90.3,10.7,9.7,33.8,24033,801217,0,1002.41716,1.56628,2321.43,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801217.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801217.pdf,14332.9336096544,6682860.80657169
656,660,7197332,5225,24005,430400,24005430400,4304.00,1779.67854,2.78075,4407,1724,3629,426,7,95,4,6,108,132,82.3,9.7,0.2,2.2,0.1,0.1,2.5,3,575,13,40.1,87,5,77.8,26,22.2,34.2,24005,430400,0,1779.67854,2.78075,1584.83,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005430400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005430400.pdf,14631.6604118503,12025896.7042498
657,661,683538,0,24005,421101,24005421101,4211.01,168.89596,0.2639,3185,1472,2376,476,36,39,0,11,109,138,74.6,14.9,1.1,1.2,0,0.3,3.4,4.3,385,12.1,39.4,138,9.4,46.5,28.7,53.5,52.6,24005,421101,0,168.89596,0.2639,12068.99,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005421101.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005421101.pdf,5139.28003893441,1141537.18461647
658,662,2132646,147542,24005,421102,24005421102,4211.02,526.95575,0.82337,2347,1012,1978,183,17,7,0,1,58,103,84.3,7.8,0.7,0.3,0,0,2.5,4.4,397,16.9,41.9,60,5.9,85.9,29.7,14.1,42.1,24005,421102,0,526.95575,0.82337,2850.49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005421102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005421102.pdf,9999.72625360741,3560909.98241345
659,663,951862,288302,24005,420401,24005420401,4204.01,235.19662,0.36749,6414,2306,4793,907,54,195,0,6,228,231,74.7,14.1,0.8,3,0,0.1,3.6,3.6,595,9.3,31.4,135,5.9,55.5,26,44.5,49.5,24005,420401,0,235.19662,0.36749,17453.34,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005420401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005420401.pdf,6966.80641828583,1589832.57604572
660,664,1777972,0,24005,420800,24005420800,4208.00,439.3208,0.68644,3513,1426,2970,169,14,81,0,0,81,198,84.5,4.8,0.4,2.3,0,0,2.3,5.6,511,14.5,39.9,97,6.8,78.8,33.1,21.2,39.3,24005,420800,0,439.3208,0.68644,5117.73,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005420800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005420800.pdf,7817.33573343343,2970344.55399961
661,665,903702,402664,24005,421200,24005421200,4212.00,223.2955,0.3489,1839,785,1595,79,14,24,0,0,59,68,86.7,4.3,0.8,1.3,0,0,3.2,3.7,255,13.9,41.2,47,6,83.2,28.3,16.8,38.2,24005,421200,0,223.2955,0.3489,5270.87,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005421200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005421200.pdf,10494.7412142081,1509002.70052003
662,666,1068451,0,24005,490603,24005490603,4906.03,264.01281,0.41252,2253,971,1965,47,1,144,0,2,29,65,87.2,2.1,0,6.4,0,0.1,1.3,2.9,530,23.5,45.2,48,4.9,78.2,27.6,21.8,20,24005,490603,0,264.01281,0.41252,5461.56,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005490603.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005490603.pdf,8072.84149083548,1790666.55235812
663,667,8965189,7438,24005,400400,24005400400,4004.00,2217.04923,3.46414,5961,2322,5077,301,26,305,9,10,93,140,85.2,5,0.4,5.1,0.2,0.2,1.6,2.3,893,15,44.6,51,2.2,84.5,25,15.5,14.6,24005,400400,0,2217.04923,3.46414,1720.78,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005400400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005400400.pdf,20483.8415032731,14982720.2758735
664,668,2238997,0,24005,490200,24005490200,4902.00,553.26034,0.86447,2823,1104,2350,75,3,250,2,3,46,94,83.2,2.7,0.1,8.9,0.1,0.1,1.6,3.3,548,19.4,43.8,29,2.6,94.7,34.1,5.3,14.4,24005,490200,0,553.26034,0.86447,3265.59,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005490200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005490200.pdf,9042.3957703352,3756565.39046848
665,669,2023566,0,24005,490301,24005490301,4903.01,500.02467,0.78129,6984,3356,4734,1335,12,332,2,22,124,423,67.8,19.1,0.2,4.8,0,0.3,1.8,6.1,934,13.4,27.8,448,13.3,23.3,40.6,76.7,38,24005,490301,0,500.02467,0.78129,8939.09,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005490301.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005490301.pdf,9361.46102583276,3394305.47638753
666,670,944112,0,24005,492102,24005492102,4921.02,233.28786,0.36451,2241,912,1772,303,8,55,0,0,36,67,79.1,13.5,0.4,2.5,0,0,1.6,3,293,13.1,39.2,49,5.4,87.8,23.6,12.2,34.6,24005,492102,0,233.28786,0.36451,6147.95,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005492102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005492102.pdf,7086.89281660284,1582051.71499343
667,671,1138071,0,24005,491500,24005491500,4915.00,281.21588,0.4394,3790,1813,2401,863,5,205,0,12,106,198,63.4,22.8,0.1,5.4,0,0.3,2.8,5.2,484,12.8,34.7,143,7.9,65.7,26.9,34.3,45.3,24005,491500,0,281.21588,0.4394,8625.42,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005491500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005491500.pdf,5715.82329555246,1907702.32416844
668,672,1206521,0,24005,491401,24005491401,4914.01,298.13008,0.46583,5200,2373,520,4268,17,83,0,4,116,192,10,82.1,0.3,1.6,0,0.1,2.2,3.7,316,6.1,28.6,127,5.4,23.3,13,76.7,71.5,24005,491401,0,298.13008,0.46583,11162.93,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005491401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005491401.pdf,5938.4252335297,2021948.54142849
669,673,36892709,52307,24005,411201,24005411201,4112.01,9129.41146,14.26471,3205,1251,3085,8,4,17,0,0,23,68,96.3,0.2,0.1,0.5,0,0,0.7,2.1,636,19.8,49.1,44,3.5,91.7,34,8.3,16.5,24005,411201,0,9129.41146,14.26471,224.68,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005411201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005411201.pdf,39435.2542203269,62114886.7758288
670,674,3675151,21226,24005,402509,24005402509,4025.09,913.37399,1.42715,8541,3952,2063,5194,21,770,3,14,183,293,24.2,60.8,0.2,9,0,0.2,2.1,3.4,789,9.2,34.5,197,5,45.3,5.5,54.7,35.2,24005,402509,0,913.37399,1.42715,5984.68,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005402509.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005402509.pdf,12627.5268588193,6197219.12448513
671,675,1608335,9405,24005,492401,24005492401,4924.01,399.74271,0.6246,3623,1404,557,2701,6,153,0,6,98,102,15.4,74.6,0.2,4.2,0,0.2,2.7,2.8,240,6.6,34.4,49,3.5,70,6.6,30,35.1,24005,492401,0,399.74271,0.6246,5800.54,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005492401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005492401.pdf,8135.40594298211,2712046.23379731
672,676,3177885,9333,24005,492402,24005492402,4924.02,787.56164,1.23057,6380,3100,2261,3139,15,541,2,27,186,209,35.4,49.2,0.2,8.5,0,0.4,2.9,3.3,639,10,34.9,157,5.1,62,8.8,38,32.8,24005,492402,0,787.56164,1.23057,5184.62,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005492402.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005492402.pdf,13956.449763015,5344893.87707995
673,677,3587407,35807,24005,403402,24005403402,4034.02,895.28945,1.39889,4442,2205,2045,1920,3,70,6,25,98,275,46,43.2,0.1,1.6,0.1,0.6,2.2,6.2,1182,26.6,45.1,141,6.4,52.5,36.2,47.5,43.8,24005,403402,0,895.28945,1.39889,3175.38,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005403402.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005403402.pdf,13304.9851453973,6071183.00639173
674,678,1810858,0,24005,403401,24005403401,4034.01,447.45941,0.69916,3336,1926,2057,1008,1,103,3,10,55,99,61.7,30.2,0,3.1,0.1,0.3,1.6,3,1216,36.5,54.5,114,5.9,44.5,25.3,55.5,33.8,24005,403401,0,447.45941,0.69916,4771.48,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005403401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005403401.pdf,7355.89652980157,3034588.73753692
675,679,16646510,25735,24005,408304,24005408304,4083.04,4119.82284,6.43722,4677,2401,4135,80,0,324,0,16,39,83,88.4,1.7,0,6.9,0,0.3,0.8,1.8,1629,34.8,57,134,5.6,85.8,40.3,14.2,12.6,24005,408304,0,4119.82284,6.43722,726.56,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005408304.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005408304.pdf,25280.5796901754,28018048.1824292
676,680,14624751,37743,24005,408303,24005408303,4083.03,3623.19256,5.66124,3494,1166,3071,102,1,204,0,9,57,50,87.9,2.9,0,5.8,0,0.3,1.6,1.4,316,9,43.3,28,2.4,98.3,23.3,1.7,5.1,24005,408303,0,3623.19256,5.66124,617.18,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005408303.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005408303.pdf,24414.5473169255,24636613.425312
677,681,97179482,185573,24005,407002,24005407002,4070.02,24061.59539,37.59624,5497,2012,5155,87,13,74,3,2,60,103,93.8,1.6,0.2,1.3,0.1,0,1.1,1.9,680,12.4,44.8,64,3.2,89.3,25,10.7,11.7,24005,407002,0,24061.59539,37.59624,146.21,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005407002.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005407002.pdf,68313.730536456,164557784.448366
678,682,49880284,238213,24005,407001,24005407001,4070.01,12383.22874,19.34879,3267,1243,3006,122,3,44,0,2,40,50,92,3.7,0.1,1.3,0,0.1,1.2,1.5,476,14.6,45.6,40,3.2,89.9,30.3,10.1,13.4,24005,407001,0,12383.22874,19.34879,168.85,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005407001.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005407001.pdf,48761.4103039148,84510582.3374916
679,683,9056037,7449,24005,411309,24005411309,4113.09,2239.59594,3.49937,7950,3104,6154,528,11,960,0,12,105,180,77.4,6.6,0.1,12.1,0,0.2,1.3,2.3,1197,15.1,40.1,103,3.3,94.2,24.7,5.8,12.7,24005,411309,0,2239.59594,3.49937,2271.84,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005411309.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005411309.pdf,20302.7971335903,15203113.0081077
680,684,4098745,7041,24005,411308,24005411308,4113.08,1014.53871,1.58522,3546,1395,2930,147,7,311,0,10,47,94,82.6,4.1,0.2,8.8,0,0.3,1.3,2.7,532,15,43.3,26,1.9,95.5,25.7,4.5,15.4,24005,411308,0,1014.53871,1.58522,2236.92,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005411308.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005411308.pdf,10841.389024465,6883621.43600034
681,685,1493216,0,24005,430104,24005430104,4301.04,368.95904,0.5765,2798,1047,2370,82,7,86,0,0,48,205,84.7,2.9,0.3,3.1,0,0,1.7,7.3,385,13.8,41.4,45,4.3,85.3,24,14.7,26.3,24005,430104,0,368.95904,0.5765,4853.45,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24005430104.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24005430104.pdf,7531.41947907688,2492452.75655669
682,686,3709036,31589,24033,803516,24033803516,8035.16,924.23387,1.44412,4446,1739,300,3614,7,203,1,2,109,210,6.7,81.3,0.2,4.6,0,0,2.5,4.7,280,6.3,37.9,66,3.8,91.2,4.6,8.8,33,24033,803516,0,924.23387,1.44412,3078.71,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033803516.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033803516.pdf,12560.7304206372,6193860.03857873
683,687,2078318,0,24033,801707,24033801707,8017.07,513.51099,0.80236,6175,2489,110,5200,11,77,1,6,87,683,1.8,84.2,0.2,1.2,0,0.1,1.4,11.1,460,7.4,31.1,332,13.3,35.3,15.1,64.7,67.1,24033,801707,0,513.51099,0.80236,7696.05,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801707.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801707.pdf,10030.5286234823,3428074.59808911
684,688,1742148,0,24033,801708,24033801708,8017.08,430.4503,0.67258,3425,1383,150,2880,6,57,3,21,76,232,4.4,84.1,0.2,1.7,0.1,0.6,2.2,6.8,254,7.4,35.5,65,4.7,41.9,10.9,58.1,63.7,24033,801708,0,430.4503,0.67258,5092.35,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801708.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801708.pdf,12327.2612783835,2873807.15438635
685,689,1173651,0,24033,801808,24033801808,8018.08,289.98594,0.4531,3689,1641,64,3356,14,14,0,0,64,177,1.7,91,0.4,0.4,0,0,1.7,4.8,412,11.2,34.3,92,5.6,36.4,15.6,63.6,70.3,24033,801808,0,289.98594,0.4531,8141.65,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801808.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801808.pdf,8951.64310440539,1936936.19527479
686,690,3976091,2053,24033,802405,24033802405,8024.05,982.91955,1.53581,4240,1810,66,3944,5,17,0,5,66,137,1.6,93,0.1,0.4,0,0.1,1.6,3.2,422,10,33.8,144,8,37.8,16,62.2,65.2,24033,802405,0,982.91955,1.53581,2760.76,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033802405.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033802405.pdf,12793.9678511479,6569473.63475029
687,691,4131794,18602,24033,801406,24033801406,8014.06,1025.48194,1.60232,2768,1420,147,2313,11,73,3,5,55,161,5.3,83.6,0.4,2.6,0.1,0.2,2,5.8,279,10.1,37,173,12.2,51.6,9.3,48.4,58.4,24033,801406,0,1025.48194,1.60232,1727.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801406.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801406.pdf,13482.8857997484,6839059.22740818
688,692,5883978,5770,24033,801407,24033801407,8014.07,1455.23941,2.27381,6308,2337,307,5182,15,139,0,9,119,537,4.9,82.1,0.2,2.2,0,0.1,1.9,8.5,675,10.7,40,116,5,79.3,10.1,20.7,42.5,24033,801407,0,1455.23941,2.27381,2774.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801407.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801407.pdf,13768.2824430185,9708461.3043366
689,693,7578832,74298,24033,800604,24033800604,8006.04,1874.11863,2.92831,1738,594,130,1508,0,14,1,0,37,48,7.5,86.8,0,0.8,0.1,0,2.1,2.8,128,7.4,38.1,22,3.7,93.5,6,6.5,35,24033,800604,0,1874.11863,2.92831,593.52,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033800604.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033800604.pdf,15574.8802789334,12524329.1511712
690,694,2007618,74555,24033,800606,24033800606,8006.06,514.46281,0.80385,4708,2540,342,4090,12,51,3,3,97,110,7.3,86.9,0.3,1.1,0.1,0.1,2.1,2.3,164,3.5,35.3,132,5.2,73.2,2.5,26.8,59.5,24033,800606,0,514.46281,0.80385,5856.84,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033800606.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033800606.pdf,10330.3690591725,3435841.17232312
691,695,7558465,8605314,24033,801309,24033801309,8013.09,1873.87151,2.92792,3408,1351,736,2245,4,141,2,20,135,125,21.6,65.9,0.1,4.1,0.1,0.6,4,3.7,678,19.9,47.5,79,5.8,93.3,14.1,6.7,23.9,24033,801309,0,1873.87151,2.92792,1163.97,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033801309.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033801309.pdf,30518.8093093949,12473773.6937988
692,696,6621433,12631,24033,802201,24033802201,8022.01,1639.14201,2.56116,1872,861,281,1456,12,10,0,2,43,68,15,77.8,0.6,0.5,0,0.1,2.3,3.6,220,11.8,39.9,37,4.3,83.4,26.5,16.6,54.9,24033,802201,0,1639.14201,2.56116,730.92,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033802201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033802201.pdf,18801.3841979133,10951713.0406039
693,697,4299356,6681,24033,802803,24033802803,8028.03,1063.93507,1.6624,5101,2139,91,4689,13,9,0,4,96,199,1.8,91.9,0.3,0.2,0,0.1,1.9,3.9,560,11,33.2,173,8.1,54.3,7.8,45.7,61.4,24033,802803,0,1063.93507,1.6624,3068.46,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033802803.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033802803.pdf,11089.4170644964,7114636.14614868
694,698,916269,0,24033,802600,24033802600,8026.00,226.39051,0.35374,3280,1276,93,2883,11,10,1,8,62,212,2.8,87.9,0.3,0.3,0,0.2,1.9,6.5,339,10.3,34.9,156,12.2,64.2,18.1,35.8,61.9,24033,802600,0,226.39051,0.35374,9272.49,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033802600.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033802600.pdf,5430.88030232267,1513963.43920772
695,699,1064670,0,24033,804700,24033804700,8047.00,263.05851,0.41103,3583,1358,917,1284,16,127,2,13,69,1155,25.6,35.8,0.4,3.5,0.1,0.4,1.9,32.2,287,8,36,127,9.4,67.2,13.5,32.8,40.9,24033,804700,0,263.05851,0.41103,8717.16,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033804700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033804700.pdf,6409.4754000878,1762338.11597708
696,700,1112499,0,24033,802700,24033802700,8027.00,274.87522,0.42949,2754,1029,90,2423,2,5,0,3,32,199,3.3,88,0.1,0.2,0,0.1,1.2,7.2,330,12,37.9,110,10.7,70.6,18.2,29.4,57.9,24033,802700,0,274.87522,0.42949,6412.23,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24033802700.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24033802700.pdf,7743.51230310285,1838634.22018135
